Вид массива;Метод сортировки;Размер массива;Время(нс)
обычный 0-5;сортировка Шелла(посл.Шелла);4100;244924
обычный 0-4000;пузырек(обычный);50;8918
обычный 0-4000;пузырек(айверсон-1);50;7870
обычный 0-4000;пузырек(айверсон-2);50;6379
обычный 0-4000;сортировка выбором;50;2320
обычный 0-4000;сортировка простыми вставками;50;1490
обычный 0-4000;сортировка бинарными вставками;50;2280
обычный 0-4000;сортировка подсчетом;50;7081
обычный 0-4000;цифровая сортировка;50;2671
обычный 0-4000;сортировка слиянием;50;7178
обычный 0-4000;быстрая сортировка;50;1416
обычный 0-4000;пирамидальная сортировка;50;3536
обычный 0-4000;сортировка Шелла(посл.Шелла);50;1061
обычный 0-4000;пузырек(обычный);100;33218
обычный 0-4000;пузырек(айверсон-1);100;27433
обычный 0-4000;пузырек(айверсон-2);100;20571
обычный 0-4000;сортировка выбором;100;8096
обычный 0-4000;сортировка простыми вставками;100;4098
обычный 0-4000;сортировка бинарными вставками;100;5833
обычный 0-4000;сортировка подсчетом;100;7413
обычный 0-4000;цифровая сортировка;100;3536
обычный 0-4000;сортировка слиянием;100;15255
обычный 0-4000;быстрая сортировка;100;3108
обычный 0-4000;пирамидальная сортировка;100;8468
обычный 0-4000;сортировка Шелла(посл.Шелла);100;2359
обычный 0-4000;пузырек(обычный);150;74320
обычный 0-4000;пузырек(айверсон-1);150;63878
обычный 0-4000;пузырек(айверсон-2);150;48548
обычный 0-4000;сортировка выбором;150;16764
обычный 0-4000;сортировка простыми вставками;150;9575
обычный 0-4000;сортировка бинарными вставками;150;11740
обычный 0-4000;сортировка подсчетом;150;7898
обычный 0-4000;цифровая сортировка;150;4700
обычный 0-4000;сортировка слиянием;150;23784
обычный 0-4000;быстрая сортировка;150;5169
обычный 0-4000;пирамидальная сортировка;150;14199
обычный 0-4000;сортировка Шелла(посл.Шелла);150;4068
обычный 0-4000;пузырек(обычный);200;137359
обычный 0-4000;пузырек(айверсон-1);200;115796
обычный 0-4000;пузырек(айверсон-2);200;90164
обычный 0-4000;сортировка выбором;200;29601
обычный 0-4000;сортировка простыми вставками;200;16191
обычный 0-4000;сортировка бинарными вставками;200;19293
обычный 0-4000;сортировка подсчетом;200;8466
обычный 0-4000;цифровая сортировка;200;5728
обычный 0-4000;сортировка слиянием;200;33408
обычный 0-4000;быстрая сортировка;200;7531
обычный 0-4000;пирамидальная сортировка;200;19863
обычный 0-4000;сортировка Шелла(посл.Шелла);200;6171
обычный 0-4000;пузырек(обычный);250;212404
обычный 0-4000;пузырек(айверсон-1);250;177940
обычный 0-4000;пузырек(айверсон-2);250;136510
обычный 0-4000;сортировка выбором;250;42118
обычный 0-4000;сортировка простыми вставками;250;24048
обычный 0-4000;сортировка бинарными вставками;250;27926
обычный 0-4000;сортировка подсчетом;250;8638
обычный 0-4000;цифровая сортировка;250;6606
обычный 0-4000;сортировка слиянием;250;40750
обычный 0-4000;быстрая сортировка;250;10198
обычный 0-4000;пирамидальная сортировка;250;26523
обычный 0-4000;сортировка Шелла(посл.Шелла);250;8468
обычный 0-4000;пузырек(обычный);300;310445
обычный 0-4000;пузырек(айверсон-1);300;261448
обычный 0-4000;пузырек(айверсон-2);300;201849
обычный 0-4000;сортировка выбором;300;58971
обычный 0-4000;сортировка простыми вставками;300;35341
обычный 0-4000;сортировка бинарными вставками;300;39161
обычный 0-4000;сортировка подсчетом;300;8976
обычный 0-4000;цифровая сортировка;300;7703
обычный 0-4000;сортировка слиянием;300;51291
обычный 0-4000;быстрая сортировка;300;12983
обычный 0-4000;пирамидальная сортировка;300;33985
обычный 0-4000;сортировка Шелла(посл.Шелла);300;13445
обычный 0-4000;пузырек(обычный);100;32993
обычный 0-4000;пузырек(айверсон-1);100;27355
обычный 0-4000;пузырек(айверсон-2);100;20458
обычный 0-4000;сортировка выбором;100;7888
обычный 0-4000;сортировка простыми вставками;100;4146
обычный 0-4000;сортировка бинарными вставками;100;5741
обычный 0-4000;сортировка подсчетом;100;7336
обычный 0-4000;цифровая сортировка;100;3524
обычный 0-4000;сортировка слиянием;100;15213
обычный 0-4000;быстрая сортировка;100;3121
обычный 0-4000;пирамидальная сортировка;100;8450
обычный 0-4000;сортировка Шелла(посл.Шелла);100;2393
обычный 0-4000;пузырек(обычный);200;137294
обычный 0-4000;пузырек(айверсон-1);200;116973
обычный 0-4000;пузырек(айверсон-2);200;90173
обычный 0-4000;сортировка выбором;200;28168
обычный 0-4000;сортировка простыми вставками;200;16563
обычный 0-4000;сортировка бинарными вставками;200;19333
обычный 0-4000;сортировка подсчетом;200;8376
обычный 0-4000;цифровая сортировка;200;5553
обычный 0-4000;сортировка слиянием;200;33884
обычный 0-4000;быстрая сортировка;200;7723
обычный 0-4000;пирамидальная сортировка;200;19898
обычный 0-4000;сортировка Шелла(посл.Шелла);200;6183
обычный 0-4000;пузырек(обычный);300;307288
обычный 0-4000;пузырек(айверсон-1);300;261683
обычный 0-4000;пузырек(айверсон-2);300;200693
обычный 0-4000;сортировка выбором;300;60310
обычный 0-4000;сортировка простыми вставками;300;35439
обычный 0-4000;сортировка бинарными вставками;300;41141
обычный 0-4000;сортировка подсчетом;300;8990
обычный 0-4000;цифровая сортировка;300;7515
обычный 0-4000;сортировка слиянием;300;51915
обычный 0-4000;быстрая сортировка;300;13336
обычный 0-4000;пирамидальная сортировка;300;33343
обычный 0-4000;сортировка Шелла(посл.Шелла);300;13565
обычный 0-4000;пузырек(обычный);400;560961
обычный 0-4000;пузырек(айверсон-1);400;469521
обычный 0-4000;пузырек(айверсон-2);400;362030
обычный 0-4000;сортировка выбором;400;100141
обычный 0-4000;сортировка простыми вставками;400;62328
обычный 0-4000;сортировка бинарными вставками;400;64550
обычный 0-4000;сортировка подсчетом;400;9653
обычный 0-4000;цифровая сортировка;400;9519
обычный 0-4000;сортировка слиянием;400;69483
обычный 0-4000;быстрая сортировка;400;19276
обычный 0-4000;пирамидальная сортировка;400;48281
обычный 0-4000;сортировка Шелла(посл.Шелла);400;24903
обычный 0-4000;пузырек(обычный);500;893325
обычный 0-4000;пузырек(айверсон-1);500;741214
обычный 0-4000;пузырек(айверсон-2);500;581923
обычный 0-4000;сортировка выбором;500;151320
обычный 0-4000;сортировка простыми вставками;500;98064
обычный 0-4000;сортировка бинарными вставками;500;96919
обычный 0-4000;сортировка подсчетом;500;10194
обычный 0-4000;цифровая сортировка;500;11916
обычный 0-4000;сортировка слиянием;500;89305
обычный 0-4000;быстрая сортировка;500;28211
обычный 0-4000;пирамидальная сортировка;500;64038
обычный 0-4000;сортировка Шелла(посл.Шелла);500;36431
обычный 0-4000;пузырек(обычный);600;1267953
обычный 0-4000;пузырек(айверсон-1);600;1041290
обычный 0-4000;пузырек(айверсон-2);600;811963
обычный 0-4000;сортировка выбором;600;214986
обычный 0-4000;сортировка простыми вставками;600;136406
обычный 0-4000;сортировка бинарными вставками;600;132135
обычный 0-4000;сортировка подсчетом;600;10761
обычный 0-4000;цифровая сортировка;600;13575
обычный 0-4000;сортировка слиянием;600;111608
обычный 0-4000;быстрая сортировка;600;36961
обычный 0-4000;пирамидальная сортировка;600;80911
обычный 0-4000;сортировка Шелла(посл.Шелла);600;39104
обычный 0-4000;пузырек(обычный);700;1710979
обычный 0-4000;пузырек(айверсон-1);700;1412971
обычный 0-4000;пузырек(айверсон-2);700;1104958
обычный 0-4000;сортировка выбором;700;291303
обычный 0-4000;сортировка простыми вставками;700;183036
обычный 0-4000;сортировка бинарными вставками;700;171713
обычный 0-4000;сортировка подсчетом;700;11250
обычный 0-4000;цифровая сортировка;700;15531
обычный 0-4000;сортировка слиянием;700;130378
обычный 0-4000;быстрая сортировка;700;40178
обычный 0-4000;пирамидальная сортировка;700;95078
обычный 0-4000;сортировка Шелла(посл.Шелла);700;59765
обычный 0-4000;пузырек(обычный);800;2233698
обычный 0-4000;пузырек(айверсон-1);800;1855641
обычный 0-4000;пузырек(айверсон-2);800;1441165
обычный 0-4000;сортировка выбором;800;373063
обычный 0-4000;сортировка простыми вставками;800;237883
обычный 0-4000;сортировка бинарными вставками;800;222166
обычный 0-4000;сортировка подсчетом;800;11586
обычный 0-4000;цифровая сортировка;800;17566
обычный 0-4000;сортировка слиянием;800;145758
обычный 0-4000;быстрая сортировка;800;52778
обычный 0-4000;пирамидальная сортировка;800;113425
обычный 0-4000;сортировка Шелла(посл.Шелла);800;75351
обычный 0-4000;пузырек(обычный);900;2828496
обычный 0-4000;пузырек(айверсон-1);900;2372015
обычный 0-4000;пузырек(айверсон-2);900;1864766
обычный 0-4000;сортировка выбором;900;465848
обычный 0-4000;сортировка простыми вставками;900;308201
обычный 0-4000;сортировка бинарными вставками;900;271813
обычный 0-4000;сортировка подсчетом;900;11683
обычный 0-4000;цифровая сортировка;900;19476
обычный 0-4000;сортировка слиянием;900;167535
обычный 0-4000;быстрая сортировка;900;62641
обычный 0-4000;пирамидальная сортировка;900;129171
обычный 0-4000;сортировка Шелла(посл.Шелла);900;83791
обычный 0-4000;пузырек(обычный);1000;3557073
обычный 0-4000;пузырек(айверсон-1);1000;2929971
обычный 0-4000;пузырек(айверсон-2);1000;2291320
обычный 0-4000;сортировка выбором;1000;575113
обычный 0-4000;сортировка простыми вставками;1000;374858
обычный 0-4000;сортировка бинарными вставками;1000;329943
обычный 0-4000;сортировка подсчетом;1000;12998
обычный 0-4000;цифровая сортировка;1000;22166
обычный 0-4000;сортировка слиянием;1000;186844
обычный 0-4000;быстрая сортировка;1000;75770
обычный 0-4000;пирамидальная сортировка;1000;147363
обычный 0-4000;сортировка Шелла(посл.Шелла);1000;88606
обычный 0-4000;пузырек(обычный);1100;4259051
обычный 0-4000;пузырек(айверсон-1);1100;3540890
обычный 0-4000;пузырек(айверсон-2);1100;2767495
обычный 0-4000;сортировка выбором;1100;683801
обычный 0-4000;сортировка простыми вставками;1100;454336
обычный 0-4000;сортировка бинарными вставками;1100;385491
обычный 0-4000;сортировка подсчетом;1100;13028
обычный 0-4000;цифровая сортировка;1100;23423
обычный 0-4000;сортировка слиянием;1100;219061
обычный 0-4000;быстрая сортировка;1100;77708
обычный 0-4000;пирамидальная сортировка;1100;167380
обычный 0-4000;сортировка Шелла(посл.Шелла);1100;102731
обычный 0-4000;пузырек(обычный);1200;5121728
обычный 0-4000;пузырек(айверсон-1);1200;4231711
обычный 0-4000;пузырек(айверсон-2);1200;3309795
обычный 0-4000;сортировка выбором;1200;834568
обычный 0-4000;сортировка простыми вставками;1200;543116
обычный 0-4000;сортировка бинарными вставками;1200;457723
обычный 0-4000;сортировка подсчетом;1200;14929
обычный 0-4000;цифровая сортировка;1200;25913
обычный 0-4000;сортировка слиянием;1200;230381
обычный 0-4000;быстрая сортировка;1200;85975
обычный 0-4000;пирамидальная сортировка;1200;177983
обычный 0-4000;сортировка Шелла(посл.Шелла);1200;119163
обычный 0-4000;пузырек(обычный);1300;6021078
обычный 0-4000;пузырек(айверсон-1);1300;4993569
обычный 0-4000;пузырек(айверсон-2);1300;3997100
обычный 0-4000;сортировка выбором;1300;948913
обычный 0-4000;сортировка простыми вставками;1300;646690
обычный 0-4000;сортировка бинарными вставками;1300;531951
обычный 0-4000;сортировка подсчетом;1300;13976
обычный 0-4000;цифровая сортировка;1300;27533
обычный 0-4000;сортировка слиянием;1300;250045
обычный 0-4000;быстрая сортировка;1300;94720
обычный 0-4000;пирамидальная сортировка;1300;197493
обычный 0-4000;сортировка Шелла(посл.Шелла);1300;131093
обычный 0-4000;пузырек(обычный);1400;7031724
обычный 0-4000;пузырек(айверсон-1);1400;5775205
обычный 0-4000;пузырек(айверсон-2);1400;4556980
обычный 0-4000;сортировка выбором;1400;1094568
обычный 0-4000;сортировка простыми вставками;1400;741690
обычный 0-4000;сортировка бинарными вставками;1400;605515
обычный 0-4000;сортировка подсчетом;1400;15568
обычный 0-4000;цифровая сортировка;1400;29453
обычный 0-4000;сортировка слиянием;1400;274828
обычный 0-4000;быстрая сортировка;1400;106714
обычный 0-4000;пирамидальная сортировка;1400;216258
обычный 0-4000;сортировка Шелла(посл.Шелла);1400;142886
обычный 0-4000;пузырек(обычный);1500;7988028
обычный 0-4000;пузырек(айверсон-1);1500;6584300
обычный 0-4000;пузырек(айверсон-2);1500;5177640
обычный 0-4000;сортировка выбором;1500;1252896
обычный 0-4000;сортировка простыми вставками;1500;828848
обычный 0-4000;сортировка бинарными вставками;1500;674844
обычный 0-4000;сортировка подсчетом;1500;16338
обычный 0-4000;цифровая сортировка;1500;31901
обычный 0-4000;сортировка слиянием;1500;288690
обычный 0-4000;быстрая сортировка;1500;115841
обычный 0-4000;пирамидальная сортировка;1500;236718
обычный 0-4000;сортировка Шелла(посл.Шелла);1500;153391
обычный 0-4000;пузырек(обычный);1600;8988443
обычный 0-4000;пузырек(айверсон-1);1600;7536293
обычный 0-4000;пузырек(айверсон-2);1600;5880858
обычный 0-4000;сортировка выбором;1600;1420240
обычный 0-4000;сортировка простыми вставками;1600;936595
обычный 0-4000;сортировка бинарными вставками;1600;759708
обычный 0-4000;сортировка подсчетом;1600;17090
обычный 0-4000;цифровая сортировка;1600;33886
обычный 0-4000;сортировка слиянием;1600;315888
обычный 0-4000;быстрая сортировка;1600;125209
обычный 0-4000;пирамидальная сортировка;1600;254473
обычный 0-4000;сортировка Шелла(посл.Шелла);1600;175605
обычный 0-4000;пузырек(обычный);1700;10246058
обычный 0-4000;пузырек(айверсон-1);1700;8462891
обычный 0-4000;пузырек(айверсон-2);1700;6640403
обычный 0-4000;сортировка выбором;1700;1606701
обычный 0-4000;сортировка простыми вставками;1700;1060036
обычный 0-4000;сортировка бинарными вставками;1700;846688
обычный 0-4000;сортировка подсчетом;1700;16891
обычный 0-4000;цифровая сортировка;1700;35504
обычный 0-4000;сортировка слиянием;1700;334321
обычный 0-4000;быстрая сортировка;1700;132494
обычный 0-4000;пирамидальная сортировка;1700;271331
обычный 0-4000;сортировка Шелла(посл.Шелла);1700;178103
обычный 0-4000;пузырек(обычный);1800;11472820
обычный 0-4000;пузырек(айверсон-1);1800;9589788
обычный 0-4000;пузырек(айверсон-2);1800;7538308
обычный 0-4000;сортировка выбором;1800;1784018
обычный 0-4000;сортировка простыми вставками;1800;1193721
обычный 0-4000;сортировка бинарными вставками;1800;947076
обычный 0-4000;сортировка подсчетом;1800;18478
обычный 0-4000;цифровая сортировка;1800;37203
обычный 0-4000;сортировка слиянием;1800;355633
обычный 0-4000;быстрая сортировка;1800;143116
обычный 0-4000;пирамидальная сортировка;1800;290641
обычный 0-4000;сортировка Шелла(посл.Шелла);1800;204614
обычный 0-4000;пузырек(обычный);1900;12763421
обычный 0-4000;пузырек(айверсон-1);1900;10595139
обычный 0-4000;пузырек(айверсон-2);1900;8308121
обычный 0-4000;сортировка выбором;1900;1980081
обычный 0-4000;сортировка простыми вставками;1900;1313956
обычный 0-4000;сортировка бинарными вставками;1900;1039623
обычный 0-4000;сортировка подсчетом;1900;18298
обычный 0-4000;цифровая сортировка;1900;39604
обычный 0-4000;сортировка слиянием;1900;378504
обычный 0-4000;быстрая сортировка;1900;154143
обычный 0-4000;пирамидальная сортировка;1900;312335
обычный 0-4000;сортировка Шелла(посл.Шелла);1900;206916
обычный 0-4000;пузырек(обычный);2000;14264699
обычный 0-4000;пузырек(айверсон-1);2000;11833791
обычный 0-4000;пузырек(айверсон-2);2000;9311860
обычный 0-4000;сортировка выбором;2000;2192328
обычный 0-4000;сортировка простыми вставками;2000;1466863
обычный 0-4000;сортировка бинарными вставками;2000;1149416
обычный 0-4000;сортировка подсчетом;2000;20405
обычный 0-4000;цифровая сортировка;2000;41453
обычный 0-4000;сортировка слиянием;2000;391105
обычный 0-4000;быстрая сортировка;2000;167161
обычный 0-4000;пирамидальная сортировка;2000;328176
обычный 0-4000;сортировка Шелла(посл.Шелла);2000;225969
обычный 0-4000;пузырек(обычный);2100;15827964
обычный 0-4000;пузырек(айверсон-1);2100;13086788
обычный 0-4000;пузырек(айверсон-2);2100;10276618
обычный 0-4000;сортировка выбором;2100;2415865
обычный 0-4000;сортировка простыми вставками;2100;1613363
обычный 0-4000;сортировка бинарными вставками;2100;1257663
обычный 0-4000;сортировка подсчетом;2100;20183
обычный 0-4000;цифровая сортировка;2100;42855
обычный 0-4000;сортировка слиянием;2100;417191
обычный 0-4000;быстрая сортировка;2100;174373
обычный 0-4000;пирамидальная сортировка;2100;350823
обычный 0-4000;сортировка Шелла(посл.Шелла);2100;235648
обычный 0-4000;пузырек(обычный);2200;17140998
обычный 0-4000;пузырек(айверсон-1);2200;14385033
обычный 0-4000;пузырек(айверсон-2);2200;11329854
обычный 0-4000;сортировка выбором;2200;2637738
обычный 0-4000;сортировка простыми вставками;2200;1770283
обычный 0-4000;сортировка бинарными вставками;2200;1371438
обычный 0-4000;сортировка подсчетом;2200;20455
обычный 0-4000;цифровая сортировка;2200;46224
обычный 0-4000;сортировка слиянием;2200;438683
обычный 0-4000;быстрая сортировка;2200;188901
обычный 0-4000;пирамидальная сортировка;2200;379736
обычный 0-4000;сортировка Шелла(посл.Шелла);2200;255540
обычный 0-4000;пузырек(обычный);2300;18840504
обычный 0-4000;пузырек(айверсон-1);2300;15728253
обычный 0-4000;пузырек(айверсон-2);2300;12427726
обычный 0-4000;сортировка выбором;2300;2873705
обычный 0-4000;сортировка простыми вставками;2300;1933458
обычный 0-4000;сортировка бинарными вставками;2300;1487311
обычный 0-4000;сортировка подсчетом;2300;21408
обычный 0-4000;цифровая сортировка;2300;47441
обычный 0-4000;сортировка слиянием;2300;467288
обычный 0-4000;быстрая сортировка;2300;194468
обычный 0-4000;пирамидальная сортировка;2300;385510
обычный 0-4000;сортировка Шелла(посл.Шелла);2300;260160
обычный 0-4000;пузырек(обычный);2400;20708883
обычный 0-4000;пузырек(айверсон-1);2400;17109585
обычный 0-4000;пузырек(айверсон-2);2400;13465011
обычный 0-4000;сортировка выбором;2400;3131133
обычный 0-4000;сортировка простыми вставками;2400;2109136
обычный 0-4000;сортировка бинарными вставками;2400;1600105
обычный 0-4000;сортировка подсчетом;2400;21721
обычный 0-4000;цифровая сортировка;2400;49624
обычный 0-4000;сортировка слиянием;2400;481985
обычный 0-4000;быстрая сортировка;2400;210025
обычный 0-4000;пирамидальная сортировка;2400;403693
обычный 0-4000;сортировка Шелла(посл.Шелла);2400;280776
обычный 0-4000;пузырек(обычный);2500;22518779
обычный 0-4000;пузырек(айверсон-1);2500;18732511
обычный 0-4000;пузырек(айверсон-2);2500;14689108
обычный 0-4000;сортировка выбором;2500;3394161
обычный 0-4000;сортировка простыми вставками;2500;2287596
обычный 0-4000;сортировка бинарными вставками;2500;1740323
обычный 0-4000;сортировка подсчетом;2500;23058
обычный 0-4000;цифровая сортировка;2500;51466
обычный 0-4000;сортировка слиянием;2500;510901
обычный 0-4000;быстрая сортировка;2500;215969
обычный 0-4000;пирамидальная сортировка;2500;426343
обычный 0-4000;сортировка Шелла(посл.Шелла);2500;295201
обычный 0-4000;пузырек(обычный);2600;24652384
обычный 0-4000;пузырек(айверсон-1);2600;20628001
обычный 0-4000;пузырек(айверсон-2);2600;17427031
обычный 0-4000;сортировка выбором;2600;3650889
обычный 0-4000;сортировка простыми вставками;2600;2549551
обычный 0-4000;сортировка бинарными вставками;2600;1929476
обычный 0-4000;сортировка подсчетом;2600;23168
обычный 0-4000;цифровая сортировка;2600;54260
обычный 0-4000;сортировка слиянием;2600;527498
обычный 0-4000;быстрая сортировка;2600;219335
обычный 0-4000;пирамидальная сортировка;2600;446870
обычный 0-4000;сортировка Шелла(посл.Шелла);2600;309975
обычный 0-4000;пузырек(обычный);2700;26308703
обычный 0-4000;пузырек(айверсон-1);2700;21727598
обычный 0-4000;пузырек(айверсон-2);2700;17129765
обычный 0-4000;сортировка выбором;2700;3934153
обычный 0-4000;сортировка простыми вставками;2700;2645381
обычный 0-4000;сортировка бинарными вставками;2700;1998455
обычный 0-4000;сортировка подсчетом;2700;23431
обычный 0-4000;цифровая сортировка;2700;55536
обычный 0-4000;сортировка слиянием;2700;567516
обычный 0-4000;быстрая сортировка;2700;232405
обычный 0-4000;пирамидальная сортировка;2700;466898
обычный 0-4000;сортировка Шелла(посл.Шелла);2700;323841
обычный 0-4000;пузырек(обычный);2800;28341118
обычный 0-4000;пузырек(айверсон-1);2800;23575659
обычный 0-4000;пузырек(айверсон-2);2800;18536504
обычный 0-4000;сортировка выбором;2800;4217554
обычный 0-4000;сортировка простыми вставками;2800;2849361
обычный 0-4000;сортировка бинарными вставками;2800;2137178
обычный 0-4000;сортировка подсчетом;2800;23898
обычный 0-4000;цифровая сортировка;2800;57625
обычный 0-4000;сортировка слиянием;2800;569515
обычный 0-4000;быстрая сортировка;2800;253696
обычный 0-4000;пирамидальная сортировка;2800;486086
обычный 0-4000;сортировка Шелла(посл.Шелла);2800;340995
обычный 0-4000;пузырек(обычный);2900;30397128
обычный 0-4000;пузырек(айверсон-1);2900;25341536
обычный 0-4000;пузырек(айверсон-2);2900;20140274
обычный 0-4000;сортировка выбором;2900;4528886
обычный 0-4000;сортировка простыми вставками;2900;3108431
обычный 0-4000;сортировка бинарными вставками;2900;2314846
обычный 0-4000;сортировка подсчетом;2900;22608
обычный 0-4000;цифровая сортировка;2900;59586
обычный 0-4000;сортировка слиянием;2900;595971
обычный 0-4000;быстрая сортировка;2900;254313
обычный 0-4000;пирамидальная сортировка;2900;507689
обычный 0-4000;сортировка Шелла(посл.Шелла);2900;338354
обычный 0-4000;пузырек(обычный);3000;32367128
обычный 0-4000;пузырек(айверсон-1);3000;27400479
обычный 0-4000;пузырек(айверсон-2);3000;21605551
обычный 0-4000;сортировка выбором;3000;4828059
обычный 0-4000;сортировка простыми вставками;3000;3295868
обычный 0-4000;сортировка бинарными вставками;3000;2483885
обычный 0-4000;сортировка подсчетом;3000;25908
обычный 0-4000;цифровая сортировка;3000;63146
обычный 0-4000;сортировка слиянием;3000;616439
обычный 0-4000;быстрая сортировка;3000;269079
обычный 0-4000;пирамидальная сортировка;3000;531911
обычный 0-4000;сортировка Шелла(посл.Шелла);3000;358313
обычный 0-4000;пузырек(обычный);3100;34517013
обычный 0-4000;пузырек(айверсон-1);3100;29407895
обычный 0-4000;пузырек(айверсон-2);3100;23350776
обычный 0-4000;сортировка выбором;3100;5165805
обычный 0-4000;сортировка простыми вставками;3100;3565073
обычный 0-4000;сортировка бинарными вставками;3100;2641338
обычный 0-4000;сортировка подсчетом;3100;24500
обычный 0-4000;цифровая сортировка;3100;63396
обычный 0-4000;сортировка слиянием;3100;633743
обычный 0-4000;быстрая сортировка;3100;284553
обычный 0-4000;пирамидальная сортировка;3100;547483
обычный 0-4000;сортировка Шелла(посл.Шелла);3100;394771
обычный 0-4000;пузырек(обычный);3200;36607041
обычный 0-4000;пузырек(айверсон-1);3200;31263395
обычный 0-4000;пузырек(айверсон-2);3200;24819983
обычный 0-4000;сортировка выбором;3200;5494529
обычный 0-4000;сортировка простыми вставками;3200;3750390
обычный 0-4000;сортировка бинарными вставками;3200;2788674
обычный 0-4000;сортировка подсчетом;3200;26306
обычный 0-4000;цифровая сортировка;3200;65528
обычный 0-4000;сортировка слиянием;3200;657923
обычный 0-4000;быстрая сортировка;3200;281214
обычный 0-4000;пирамидальная сортировка;3200;565006
обычный 0-4000;сортировка Шелла(посл.Шелла);3200;409920
обычный 0-4000;пузырек(обычный);3300;39998368
обычный 0-4000;пузырек(айверсон-1);3300;33373253
обычный 0-4000;пузырек(айверсон-2);3300;26463975
обычный 0-4000;сортировка выбором;3300;5840568
обычный 0-4000;сортировка простыми вставками;3300;4033236
обычный 0-4000;сортировка бинарными вставками;3300;2980606
обычный 0-4000;сортировка подсчетом;3300;23670
обычный 0-4000;цифровая сортировка;3300;67566
обычный 0-4000;сортировка слиянием;3300;685926
обычный 0-4000;быстрая сортировка;3300;298298
обычный 0-4000;пирамидальная сортировка;3300;587901
обычный 0-4000;сортировка Шелла(посл.Шелла);3300;397754
обычный 0-4000;пузырек(обычный);3400;41566100
обычный 0-4000;пузырек(айверсон-1);3400;35375589
обычный 0-4000;пузырек(айверсон-2);3400;27820033
обычный 0-4000;сортировка выбором;3400;6187533
обычный 0-4000;сортировка простыми вставками;3400;4222196
обычный 0-4000;сортировка бинарными вставками;3400;3096510
обычный 0-4000;сортировка подсчетом;3400;25190
обычный 0-4000;цифровая сортировка;3400;70539
обычный 0-4000;сортировка слиянием;3400;713241
обычный 0-4000;быстрая сортировка;3400;315393
обычный 0-4000;пирамидальная сортировка;3400;615506
обычный 0-4000;сортировка Шелла(посл.Шелла);3400;404674
обычный 0-4000;пузырек(обычный);3500;44572788
обычный 0-4000;пузырек(айверсон-1);3500;37689448
обычный 0-4000;пузырек(айверсон-2);3500;29905648
обычный 0-4000;сортировка выбором;3500;6549989
обычный 0-4000;сортировка простыми вставками;3500;4459088
обычный 0-4000;сортировка бинарными вставками;3500;3277678
обычный 0-4000;сортировка подсчетом;3500;24301
обычный 0-4000;цифровая сортировка;3500;71263
обычный 0-4000;сортировка слиянием;3500;721741
обычный 0-4000;быстрая сортировка;3500;324343
обычный 0-4000;пирамидальная сортировка;3500;627259
обычный 0-4000;сортировка Шелла(посл.Шелла);3500;423000
обычный 0-4000;пузырек(обычный);3600;47393556
обычный 0-4000;пузырек(айверсон-1);3600;40346951
обычный 0-4000;пузырек(айверсон-2);3600;32071130
обычный 0-4000;сортировка выбором;3600;6951173
обычный 0-4000;сортировка простыми вставками;3600;4823985
обычный 0-4000;сортировка бинарными вставками;3600;3531998
обычный 0-4000;сортировка подсчетом;3600;26906
обычный 0-4000;цифровая сортировка;3600;73715
обычный 0-4000;сортировка слиянием;3600;745178
обычный 0-4000;быстрая сортировка;3600;325019
обычный 0-4000;пирамидальная сортировка;3600;649161
обычный 0-4000;сортировка Шелла(посл.Шелла);3600;460438
обычный 0-4000;пузырек(обычный);3700;49831761
обычный 0-4000;пузырек(айверсон-1);3700;42244716
обычный 0-4000;пузырек(айверсон-2);3700;33545945
обычный 0-4000;сортировка выбором;3700;7335186
обычный 0-4000;сортировка простыми вставками;3700;5030280
обычный 0-4000;сортировка бинарными вставками;3700;3687680
обычный 0-4000;сортировка подсчетом;3700;27090
обычный 0-4000;цифровая сортировка;3700;75278
обычный 0-4000;сортировка слиянием;3700;773766
обычный 0-4000;быстрая сортировка;3700;334098
обычный 0-4000;пирамидальная сортировка;3700;670970
обычный 0-4000;сортировка Шелла(посл.Шелла);3700;456441
обычный 0-4000;пузырек(обычный);3800;52142334
обычный 0-4000;пузырек(айверсон-1);3800;44377803
обычный 0-4000;пузырек(айверсон-2);3800;35131438
обычный 0-4000;сортировка выбором;3800;7722540
обычный 0-4000;сортировка простыми вставками;3800;5198490
обычный 0-4000;сортировка бинарными вставками;3800;3790361
обычный 0-4000;сортировка подсчетом;3800;26450
обычный 0-4000;цифровая сортировка;3800;77441
обычный 0-4000;сортировка слиянием;3800;787494
обычный 0-4000;быстрая сортировка;3800;352989
обычный 0-4000;пирамидальная сортировка;3800;705696
обычный 0-4000;сортировка Шелла(посл.Шелла);3800;467034
обычный 0-4000;пузырек(обычный);3900;59391546
обычный 0-4000;пузырек(айверсон-1);3900;47409238
обычный 0-4000;пузырек(айверсон-2);3900;37732041
обычный 0-4000;сортировка выбором;3900;8118618
обычный 0-4000;сортировка простыми вставками;3900;5632433
обычный 0-4000;сортировка бинарными вставками;3900;4102575
обычный 0-4000;сортировка подсчетом;3900;27015
обычный 0-4000;цифровая сортировка;3900;80779
обычный 0-4000;сортировка слиянием;3900;803344
обычный 0-4000;быстрая сортировка;3900;366453
обычный 0-4000;пирамидальная сортировка;3900;709403
обычный 0-4000;сортировка Шелла(посл.Шелла);3900;482888
обычный 0-4000;пузырек(обычный);4000;57953374
