Вид массива;Метод сортировки;Размер массива;Время(нс)
обычный 0-5;пузырек(обычный);50;8845
обычный 0-5;пузырек(айверсон-1);50;7459
обычный 0-5;пузырек(айверсон-2);50;5781
обычный 0-5;сортировка выбором;50;2386
обычный 0-5;сортировка простыми вставками;50;1143
обычный 0-5;сортировка бинарными вставками;50;1599
обычный 0-5;сортировка подсчетом;50;7033
обычный 0-5;цифровая сортировка;50;1361
обычный 0-5;сортировка слиянием;50;7575
обычный 0-5;быстрая сортировка;50;1731
обычный 0-5;пирамидальная сортировка;50;3060
обычный 0-5;сортировка Шелла(посл.Шелла);50;986
обычный 0-5;пузырек(обычный);100;32549
обычный 0-5;пузырек(айверсон-1);100;27513
обычный 0-5;пузырек(айверсон-2);100;20023
обычный 0-5;сортировка выбором;100;7986
обычный 0-5;сортировка простыми вставками;100;3963
обычный 0-5;сортировка бинарными вставками;100;4629
обычный 0-5;сортировка подсчетом;100;7491
обычный 0-5;цифровая сортировка;100;2070
обычный 0-5;сортировка слиянием;100;16890
обычный 0-5;быстрая сортировка;100;3996
обычный 0-5;пирамидальная сортировка;100;7716
обычный 0-5;сортировка Шелла(посл.Шелла);100;2116
обычный 0-5;пузырек(обычный);150;72483
обычный 0-5;пузырек(айверсон-1);150;58811
обычный 0-5;пузырек(айверсон-2);150;43880
обычный 0-5;сортировка выбором;150;15921
обычный 0-5;сортировка простыми вставками;150;8248
обычный 0-5;сортировка бинарными вставками;150;8580
обычный 0-5;сортировка подсчетом;150;7103
обычный 0-5;цифровая сортировка;150;2538
обычный 0-5;сортировка слиянием;150;25428
обычный 0-5;быстрая сортировка;150;6988
обычный 0-5;пирамидальная сортировка;150;12140
обычный 0-5;сортировка Шелла(посл.Шелла);150;3151
обычный 0-5;пузырек(обычный);200;129525
обычный 0-5;пузырек(айверсон-1);200;104020
обычный 0-5;пузырек(айверсон-2);200;75861
обычный 0-5;сортировка выбором;200;26908
обычный 0-5;сортировка простыми вставками;200;13776
обычный 0-5;сортировка бинарными вставками;200;14124
обычный 0-5;сортировка подсчетом;200;7288
обычный 0-5;цифровая сортировка;200;3158
обычный 0-5;сортировка слиянием;200;34043
обычный 0-5;быстрая сортировка;200;11765
обычный 0-5;пирамидальная сортировка;200;17916
обычный 0-5;сортировка Шелла(посл.Шелла);200;4921
обычный 0-5;пузырек(обычный);250;203858
обычный 0-5;пузырек(айверсон-1);250;164484
обычный 0-5;пузырек(айверсон-2);250;124910
обычный 0-5;сортировка выбором;250;40258
обычный 0-5;сортировка простыми вставками;250;22166
обычный 0-5;сортировка бинарными вставками;250;21723
обычный 0-5;сортировка подсчетом;250;7770
обычный 0-5;цифровая сортировка;250;3813
обычный 0-5;сортировка слиянием;250;43348
обычный 0-5;быстрая сортировка;250;16008
обычный 0-5;пирамидальная сортировка;250;23126
обычный 0-5;сортировка Шелла(посл.Шелла);250;5591
обычный 0-5;пузырек(обычный);300;292871
обычный 0-5;пузырек(айверсон-1);300;239720
обычный 0-5;пузырек(айверсон-2);300;179958
обычный 0-5;сортировка выбором;300;56256
обычный 0-5;сортировка простыми вставками;300;29889
обычный 0-5;сортировка бинарными вставками;300;29383
обычный 0-5;сортировка подсчетом;300;8036
обычный 0-5;цифровая сортировка;300;4311
обычный 0-5;сортировка слиянием;300;52501
обычный 0-5;быстрая сортировка;300;24956
обычный 0-5;пирамидальная сортировка;300;29451
обычный 0-5;сортировка Шелла(посл.Шелла);300;7545
обычный 0-5;пузырек(обычный);100;32176
обычный 0-5;пузырек(айверсон-1);100;26738
обычный 0-5;пузырек(айверсон-2);100;19345
обычный 0-5;сортировка выбором;100;7890
обычный 0-5;сортировка простыми вставками;100;4003
обычный 0-5;сортировка бинарными вставками;100;4483
обычный 0-5;сортировка подсчетом;100;7493
обычный 0-5;цифровая сортировка;100;2000
обычный 0-5;сортировка слиянием;100;15741
обычный 0-5;быстрая сортировка;100;3661
обычный 0-5;пирамидальная сортировка;100;7425
обычный 0-5;сортировка Шелла(посл.Шелла);100;1966
обычный 0-5;пузырек(обычный);200;126408
обычный 0-5;пузырек(айверсон-1);200;105324
обычный 0-5;пузырек(айверсон-2);200;76888
обычный 0-5;сортировка выбором;200;27353
обычный 0-5;сортировка простыми вставками;200;13955
обычный 0-5;сортировка бинарными вставками;200;14221
обычный 0-5;сортировка подсчетом;200;7431
обычный 0-5;цифровая сортировка;200;3148
обычный 0-5;сортировка слиянием;200;34156
обычный 0-5;быстрая сортировка;200;11975
обычный 0-5;пирамидальная сортировка;200;17560
обычный 0-5;сортировка Шелла(посл.Шелла);200;4653
обычный 0-5;пузырек(обычный);300;295906
обычный 0-5;пузырек(айверсон-1);300;240424
обычный 0-5;пузырек(айверсон-2);300;178140
обычный 0-5;сортировка выбором;300;57335
обычный 0-5;сортировка простыми вставками;300;29981
обычный 0-5;сортировка бинарными вставками;300;29241
обычный 0-5;сортировка подсчетом;300;7669
обычный 0-5;цифровая сортировка;300;4285
обычный 0-5;сортировка слиянием;300;54684
обычный 0-5;быстрая сортировка;300;24789
обычный 0-5;пирамидальная сортировка;300;29791
обычный 0-5;сортировка Шелла(посл.Шелла);300;7613
обычный 0-5;пузырек(обычный);400;516593
обычный 0-5;пузырек(айверсон-1);400;436284
обычный 0-5;пузырек(айверсон-2);400;325830
обычный 0-5;сортировка выбором;400;98391
обычный 0-5;сортировка простыми вставками;400;56150
обычный 0-5;сортировка бинарными вставками;400;51678
обычный 0-5;сортировка подсчетом;400;8060
обычный 0-5;цифровая сортировка;400;5445
обычный 0-5;сортировка слиянием;400;71339
обычный 0-5;быстрая сортировка;400;36946
обычный 0-5;пирамидальная сортировка;400;42171
обычный 0-5;сортировка Шелла(посл.Шелла);400;11138
обычный 0-5;пузырек(обычный);500;798763
обычный 0-5;пузырек(айверсон-1);500;686388
обычный 0-5;пузырек(айверсон-2);500;507931
обычный 0-5;сортировка выбором;500;147621
обычный 0-5;сортировка простыми вставками;500;86506
обычный 0-5;сортировка бинарными вставками;500;76944
обычный 0-5;сортировка подсчетом;500;8526
обычный 0-5;цифровая сортировка;500;6573
обычный 0-5;сортировка слиянием;500;91628
обычный 0-5;быстрая сортировка;500;57640
обычный 0-5;пирамидальная сортировка;500;54844
обычный 0-5;сортировка Шелла(посл.Шелла);500;13556
обычный 0-5;пузырек(обычный);600;1178366
обычный 0-5;пузырек(айверсон-1);600;971248
обычный 0-5;пузырек(айверсон-2);600;742016
обычный 0-5;сортировка выбором;600;208320
обычный 0-5;сортировка простыми вставками;600;123123
обычный 0-5;сортировка бинарными вставками;600;106395
обычный 0-5;сортировка подсчетом;600;8886
обычный 0-5;цифровая сортировка;600;8348
обычный 0-5;сортировка слиянием;600;115200
обычный 0-5;быстрая сортировка;600;70163
обычный 0-5;пирамидальная сортировка;600;67844
обычный 0-5;сортировка Шелла(посл.Шелла);600;19619
обычный 0-5;пузырек(обычный);700;1634631
обычный 0-5;пузырек(айверсон-1);700;1338283
обычный 0-5;пузырек(айверсон-2);700;1017816
обычный 0-5;сортировка выбором;700;301458
обычный 0-5;сортировка простыми вставками;700;166983
обычный 0-5;сортировка бинарными вставками;700;143606
обычный 0-5;сортировка подсчетом;700;9461
обычный 0-5;цифровая сортировка;700;9020
обычный 0-5;сортировка слиянием;700;133523
обычный 0-5;быстрая сортировка;700;110941
обычный 0-5;пирамидальная сортировка;700;84444
обычный 0-5;сортировка Шелла(посл.Шелла);700;20309
обычный 0-5;пузырек(обычный);800;2111711
обычный 0-5;пузырек(айверсон-1);800;1989346
обычный 0-5;пузырек(айверсон-2);800;2863351
обычный 0-5;сортировка выбором;800;1296376
обычный 0-5;сортировка простыми вставками;800;213943
обычный 0-5;сортировка бинарными вставками;800;184463
обычный 0-5;сортировка подсчетом;800;9710
обычный 0-5;цифровая сортировка;800;10238
обычный 0-5;сортировка слиянием;800;155271
обычный 0-5;быстрая сортировка;800;121568
обычный 0-5;пирамидальная сортировка;800;98986
обычный 0-5;сортировка Шелла(посл.Шелла);800;33994
обычный 0-5;пузырек(обычный);900;2643590
обычный 0-5;пузырек(айверсон-1);900;2583963
обычный 0-5;пузырек(айверсон-2);900;1634156
обычный 0-5;сортировка выбором;900;471088
обычный 0-5;сортировка простыми вставками;900;257686
обычный 0-5;сортировка бинарными вставками;900;217523
обычный 0-5;сортировка подсчетом;900;9891
обычный 0-5;цифровая сортировка;900;11146
обычный 0-5;сортировка слиянием;900;172471
обычный 0-5;быстрая сортировка;900;262276
обычный 0-5;пирамидальная сортировка;900;398078
обычный 0-5;сортировка Шелла(посл.Шелла);900;139151
обычный 0-5;пузырек(обычный);1000;5303580
обычный 0-5;пузырек(айверсон-1);1000;4739049
обычный 0-5;пузырек(айверсон-2);1000;2743965
обычный 0-5;сортировка выбором;1000;745868
обычный 0-5;сортировка простыми вставками;1000;473703
обычный 0-5;сортировка бинарными вставками;1000;482140
обычный 0-5;сортировка подсчетом;1000;10329
обычный 0-5;цифровая сортировка;1000;12608
обычный 0-5;сортировка слиянием;1000;283480
обычный 0-5;быстрая сортировка;1000;404011
обычный 0-5;пирамидальная сортировка;1000;174618
обычный 0-5;сортировка Шелла(посл.Шелла);1000;27991
обычный 0-5;пузырек(обычный);1100;5043831
обычный 0-5;пузырек(айверсон-1);1100;3683246
обычный 0-5;пузырек(айверсон-2);1100;2634844
обычный 0-5;сортировка выбором;1100;774133
обычный 0-5;сортировка простыми вставками;1100;407388
обычный 0-5;сортировка бинарными вставками;1100;352376
обычный 0-5;сортировка подсчетом;1100;11078
обычный 0-5;цифровая сортировка;1100;14563
обычный 0-5;сортировка слиянием;1100;234641
обычный 0-5;быстрая сортировка;1100;258473
обычный 0-5;пирамидальная сортировка;1100;160343
обычный 0-5;сортировка Шелла(посл.Шелла);1100;43963
обычный 0-5;пузырек(обычный);1200;6077926
обычный 0-5;пузырек(айверсон-1);1200;4231973
обычный 0-5;пузырек(айверсон-2);1200;3983641
обычный 0-5;сортировка выбором;1200;844001
обычный 0-5;сортировка простыми вставками;1200;490560
обычный 0-5;сортировка бинарными вставками;1200;395164
обычный 0-5;сортировка подсчетом;1200;16196
обычный 0-5;цифровая сортировка;1200;14636
обычный 0-5;сортировка слиянием;1200;257266
обычный 0-5;быстрая сортировка;1200;322155
обычный 0-5;пирамидальная сортировка;1200;157893
обычный 0-5;сортировка Шелла(посл.Шелла);1200;50916
обычный 0-5;пузырек(обычный);1300;5702298
обычный 0-5;пузырек(айверсон-1);1300;5694319
обычный 0-5;пузырек(айверсон-2);1300;5600361
обычный 0-5;сортировка выбором;1300;947329
обычный 0-5;сортировка простыми вставками;1300;612396
обычный 0-5;сортировка бинарными вставками;1300;591468
обычный 0-5;сортировка подсчетом;1300;11038
обычный 0-5;цифровая сортировка;1300;15964
обычный 0-5;сортировка слиянием;1300;250621
обычный 0-5;быстрая сортировка;1300;328985
обычный 0-5;пирамидальная сортировка;1300;172949
обычный 0-5;сортировка Шелла(посл.Шелла);1300;57206
обычный 0-5;пузырек(обычный);1400;7082171
обычный 0-5;пузырек(айверсон-1);1400;5528006
обычный 0-5;пузырек(айверсон-2);1400;4126876
обычный 0-5;сортировка выбором;1400;1121063
обычный 0-5;сортировка простыми вставками;1400;638968
обычный 0-5;сортировка бинарными вставками;1400;518173
обычный 0-5;сортировка подсчетом;1400;11376
обычный 0-5;цифровая сортировка;1400;17031
обычный 0-5;сортировка слиянием;1400;280653
обычный 0-5;быстрая сортировка;1400;407943
обычный 0-5;пирамидальная сортировка;1400;186825
обычный 0-5;сортировка Шелла(посл.Шелла);1400;58784
обычный 0-5;пузырек(обычный);1500;7726443
обычный 0-5;пузырек(айверсон-1);1500;6040900
обычный 0-5;пузырек(айверсон-2);1500;4547411
обычный 0-5;сортировка выбором;1500;1203936
обычный 0-5;сортировка простыми вставками;1500;706616
обычный 0-5;сортировка бинарными вставками;1500;567301
обычный 0-5;сортировка подсчетом;1500;11898
обычный 0-5;цифровая сортировка;1500;17574
обычный 0-5;сортировка слиянием;1500;289860
обычный 0-5;быстрая сортировка;1500;407880
обычный 0-5;пирамидальная сортировка;1500;192191
обычный 0-5;сортировка Шелла(посл.Шелла);1500;58316
обычный 0-5;пузырек(обычный);1600;8368096
обычный 0-5;пузырек(айверсон-1);1600;6860353
обычный 0-5;пузырек(айверсон-2);1600;5180151
обычный 0-5;сортировка выбором;1600;1362218
обычный 0-5;сортировка простыми вставками;1600;800015
обычный 0-5;сортировка бинарными вставками;1600;671521
обычный 0-5;сортировка подсчетом;1600;11620
обычный 0-5;цифровая сортировка;1600;18329
обычный 0-5;сортировка слиянием;1600;307013
обычный 0-5;быстрая сортировка;1600;431211
обычный 0-5;пирамидальная сортировка;1600;213595
обычный 0-5;сортировка Шелла(посл.Шелла);1600;84573
обычный 0-5;пузырек(обычный);1700;9447186
обычный 0-5;пузырек(айверсон-1);1700;7825328
обычный 0-5;пузырек(айверсон-2);1700;5983913
обычный 0-5;сортировка выбором;1700;1543896
обычный 0-5;сортировка простыми вставками;1700;910111
обычный 0-5;сортировка бинарными вставками;1700;724265
обычный 0-5;сортировка подсчетом;1700;11786
обычный 0-5;цифровая сортировка;1700;19421
обычный 0-5;сортировка слиянием;1700;325435
обычный 0-5;быстрая сортировка;1700;528821
обычный 0-5;пирамидальная сортировка;1700;224034
обычный 0-5;сортировка Шелла(посл.Шелла);1700;77256
обычный 0-5;пузырек(обычный);1800;10859020
обычный 0-5;пузырек(айверсон-1);1800;8828621
обычный 0-5;пузырек(айверсон-2);1800;6755758
обычный 0-5;сортировка выбором;1800;1720438
обычный 0-5;сортировка простыми вставками;1800;1018458
обычный 0-5;сортировка бинарными вставками;1800;803228
обычный 0-5;сортировка подсчетом;1800;12143
обычный 0-5;цифровая сортировка;1800;20475
обычный 0-5;сортировка слиянием;1800;343715
обычный 0-5;быстрая сортировка;1800;600925
обычный 0-5;пирамидальная сортировка;1800;247056
обычный 0-5;сортировка Шелла(посл.Шелла);1800;89458
обычный 0-5;пузырек(обычный);1900;12212756
обычный 0-5;пузырек(айверсон-1);1900;9863679
обычный 0-5;пузырек(айверсон-2);1900;7534175
обычный 0-5;сортировка выбором;1900;1912986
обычный 0-5;сортировка простыми вставками;1900;1147843
обычный 0-5;сортировка бинарными вставками;1900;948143
обычный 0-5;сортировка подсчетом;1900;12401
обычный 0-5;цифровая сортировка;1900;21743
обычный 0-5;сортировка слиянием;1900;368473
обычный 0-5;быстрая сортировка;1900;674204
обычный 0-5;пирамидальная сортировка;1900;258496
обычный 0-5;сортировка Шелла(посл.Шелла);1900;80228
обычный 0-5;пузырек(обычный);2000;13262576
обычный 0-5;пузырек(айверсон-1);2000;11086603
обычный 0-5;пузырек(айверсон-2);2000;8484741
обычный 0-5;сортировка выбором;2000;2121575
обычный 0-5;сортировка простыми вставками;2000;1283403
обычный 0-5;сортировка бинарными вставками;2000;1053976
обычный 0-5;сортировка подсчетом;2000;12841
обычный 0-5;цифровая сортировка;2000;23301
обычный 0-5;сортировка слиянием;2000;383786
обычный 0-5;быстрая сортировка;2000;742498
обычный 0-5;пирамидальная сортировка;2000;266325
обычный 0-5;сортировка Шелла(посл.Шелла);2000;92323
обычный 0-5;пузырек(обычный);2100;14370305
обычный 0-5;пузырек(айверсон-1);2100;11871535
обычный 0-5;пузырек(айверсон-2);2100;8965609
обычный 0-5;сортировка выбором;2100;2327778
обычный 0-5;сортировка простыми вставками;2100;1323423
обычный 0-5;сортировка бинарными вставками;2100;1087704
обычный 0-5;сортировка подсчетом;2100;13029
обычный 0-5;цифровая сортировка;2100;23865
обычный 0-5;сортировка слиянием;2100;415771
обычный 0-5;быстрая сортировка;2100;818685
обычный 0-5;пирамидальная сортировка;2100;282211
обычный 0-5;сортировка Шелла(посл.Шелла);2100;94638
обычный 0-5;пузырек(обычный);2200;16047563
обычный 0-5;пузырек(айверсон-1);2200;13237225
обычный 0-5;пузырек(айверсон-2);2200;10128075
обычный 0-5;сортировка выбором;2200;2555861
обычный 0-5;сортировка простыми вставками;2200;1537258
обычный 0-5;сортировка бинарными вставками;2200;1205466
обычный 0-5;сортировка подсчетом;2200;13614
обычный 0-5;цифровая сортировка;2200;25296
обычный 0-5;сортировка слиянием;2200;427953
обычный 0-5;быстрая сортировка;2200;811470
обычный 0-5;пирамидальная сортировка;2200;297631
обычный 0-5;сортировка Шелла(посл.Шелла);2200;110479
обычный 0-5;пузырек(обычный);2300;17536891
обычный 0-5;пузырек(айверсон-1);2300;14622576
обычный 0-5;пузырек(айверсон-2);2300;11151910
обычный 0-5;сортировка выбором;2300;2788548
обычный 0-5;сортировка простыми вставками;2300;1660016
обычный 0-5;сортировка бинарными вставками;2300;1382976
обычный 0-5;сортировка подсчетом;2300;13790
обычный 0-5;цифровая сортировка;2300;26128
обычный 0-5;сортировка слиянием;2300;455699
обычный 0-5;быстрая сортировка;2300;956649
обычный 0-5;пирамидальная сортировка;2300;316768
обычный 0-5;сортировка Шелла(посл.Шелла);2300;106191
обычный 0-5;пузырек(обычный);2400;18425181
обычный 0-5;пузырек(айверсон-1);2400;15785405
обычный 0-5;пузырек(айверсон-2);2400;11994863
обычный 0-5;сортировка выбором;2400;3031896
обычный 0-5;сортировка простыми вставками;2400;1757171
обычный 0-5;сортировка бинарными вставками;2400;1401201
обычный 0-5;сортировка подсчетом;2400;13974
обычный 0-5;цифровая сортировка;2400;27676
обычный 0-5;сортировка слиянием;2400;486091
обычный 0-5;быстрая сортировка;2400;1063756
обычный 0-5;пирамидальная сортировка;2400;331548
обычный 0-5;сортировка Шелла(посл.Шелла);2400;130066
обычный 0-5;пузырек(обычный);2500;20381811
обычный 0-5;пузырек(айверсон-1);2500;17208268
обычный 0-5;пузырек(айверсон-2);2500;13224450
обычный 0-5;сортировка выбором;2500;3292475
обычный 0-5;сортировка простыми вставками;2500;1938385
обычный 0-5;сортировка бинарными вставками;2500;1604649
обычный 0-5;сортировка подсчетом;2500;14318
обычный 0-5;цифровая сортировка;2500;28523
обычный 0-5;сортировка слиянием;2500;494810
обычный 0-5;быстрая сортировка;2500;1016996
обычный 0-5;пирамидальная сортировка;2500;356244
обычный 0-5;сортировка Шелла(посл.Шелла);2500;127618
обычный 0-5;пузырек(обычный);2600;21804306
обычный 0-5;пузырек(айверсон-1);2600;18607989
обычный 0-5;пузырек(айверсон-2);2600;14235281
обычный 0-5;сортировка выбором;2600;3585340
обычный 0-5;сортировка простыми вставками;2600;2097039
обычный 0-5;сортировка бинарными вставками;2600;1713483
обычный 0-5;сортировка подсчетом;2600;14576
обычный 0-5;цифровая сортировка;2600;30118
обычный 0-5;сортировка слиянием;2600;516826
обычный 0-5;быстрая сортировка;2600;1220786
обычный 0-5;пирамидальная сортировка;2600;366610
обычный 0-5;сортировка Шелла(посл.Шелла);2600;130753
обычный 0-5;пузырек(обычный);2700;24748154
обычный 0-5;пузырек(айверсон-1);2700;20093008
обычный 0-5;пузырек(айверсон-2);2700;15251911
обычный 0-5;сортировка выбором;2700;3885288
обычный 0-5;сортировка простыми вставками;2700;2254254
обычный 0-5;сортировка бинарными вставками;2700;1780674
обычный 0-5;сортировка подсчетом;2700;14875
обычный 0-5;цифровая сортировка;2700;31275
обычный 0-5;сортировка слиянием;2700;542713
обычный 0-5;быстрая сортировка;2700;1278838
обычный 0-5;пирамидальная сортировка;2700;382153
обычный 0-5;сортировка Шелла(посл.Шелла);2700;132973
обычный 0-5;пузырек(обычный);2800;26363170
обычный 0-5;пузырек(айверсон-1);2800;21747236
обычный 0-5;пузырек(айверсон-2);2800;16581113
обычный 0-5;сортировка выбором;2800;4129376
обычный 0-5;сортировка простыми вставками;2800;2401868
обычный 0-5;сортировка бинарными вставками;2800;1968314
обычный 0-5;сортировка подсчетом;2800;15304
обычный 0-5;цифровая сортировка;2800;31829
обычный 0-5;сортировка слиянием;2800;561326
обычный 0-5;быстрая сортировка;2800;1240036
обычный 0-5;пирамидальная сортировка;2800;394865
обычный 0-5;сортировка Шелла(посл.Шелла);2800;143608
обычный 0-5;пузырек(обычный);2900;27672408
обычный 0-5;пузырек(айверсон-1);2900;23622236
обычный 0-5;пузырек(айверсон-2);2900;17934741
обычный 0-5;сортировка выбором;2900;4421759
обычный 0-5;сортировка простыми вставками;2900;2614136
обычный 0-5;сортировка бинарными вставками;2900;2140708
обычный 0-5;сортировка подсчетом;2900;15684
обычный 0-5;цифровая сортировка;2900;32605
обычный 0-5;сортировка слиянием;2900;574968
обычный 0-5;быстрая сортировка;2900;1547301
обычный 0-5;пирамидальная сортировка;2900;418398
обычный 0-5;сортировка Шелла(посл.Шелла);2900;136625
обычный 0-5;пузырек(обычный);3000;30978178
обычный 0-5;пузырек(айверсон-1);3000;25063968
обычный 0-5;пузырек(айверсон-2);3000;19327663
обычный 0-5;сортировка выбором;3000;4735969
обычный 0-5;сортировка простыми вставками;3000;2736451
обычный 0-5;сортировка бинарными вставками;3000;2136211
обычный 0-5;сортировка подсчетом;3000;15790
обычный 0-5;цифровая сортировка;3000;34106
обычный 0-5;сортировка слиянием;3000;600138
обычный 0-5;быстрая сортировка;3000;1512461
обычный 0-5;пирамидальная сортировка;3000;435283
обычный 0-5;сортировка Шелла(посл.Шелла);3000;149008
обычный 0-5;пузырек(обычный);3100;32665465
обычный 0-5;пузырек(айверсон-1);3100;27014483
обычный 0-5;пузырек(айверсон-2);3100;20960108
обычный 0-5;сортировка выбором;3100;5043886
обычный 0-5;сортировка простыми вставками;3100;2947461
обычный 0-5;сортировка бинарными вставками;3100;2366346
обычный 0-5;сортировка подсчетом;3100;16733
обычный 0-5;цифровая сортировка;3100;36228
обычный 0-5;сортировка слиянием;3100;628016
обычный 0-5;быстрая сортировка;3100;1417189
обычный 0-5;пирамидальная сортировка;3100;449788
обычный 0-5;сортировка Шелла(посл.Шелла);3100;152243
обычный 0-5;пузырек(обычный);3200;34861759
обычный 0-5;пузырек(айверсон-1);3200;28582844
обычный 0-5;пузырек(айверсон-2);3200;21951503
обычный 0-5;сортировка выбором;3200;5366194
обычный 0-5;сортировка простыми вставками;3200;3125201
обычный 0-5;сортировка бинарными вставками;3200;2576926
обычный 0-5;сортировка подсчетом;3200;16696
обычный 0-5;цифровая сортировка;3200;36270
обычный 0-5;сортировка слиянием;3200;660083
обычный 0-5;быстрая сортировка;3200;1467495
обычный 0-5;пирамидальная сортировка;3200;468358
обычный 0-5;сортировка Шелла(посл.Шелла);3200;190380
обычный 0-5;пузырек(обычный);3300;36685944
обычный 0-5;пузырек(айверсон-1);3300;30813916
обычный 0-5;пузырек(айверсон-2);3300;23528401
обычный 0-5;сортировка выбором;3300;5700361
обычный 0-5;сортировка простыми вставками;3300;3376638
обычный 0-5;сортировка бинарными вставками;3300;2713056
обычный 0-5;сортировка подсчетом;3300;16794
обычный 0-5;цифровая сортировка;3300;37525
обычный 0-5;сортировка слиянием;3300;660133
обычный 0-5;быстрая сортировка;3300;1901570
обычный 0-5;пирамидальная сортировка;3300;471371
обычный 0-5;сортировка Шелла(посл.Шелла);3300;165974
обычный 0-5;пузырек(обычный);3400;38195050
обычный 0-5;пузырек(айверсон-1);3400;32624671
обычный 0-5;пузырек(айверсон-2);3400;24998706
обычный 0-5;сортировка выбором;3400;6048424
обычный 0-5;сортировка простыми вставками;3400;3542613
обычный 0-5;сортировка бинарными вставками;3400;2933418
обычный 0-5;сортировка подсчетом;3400;17076
обычный 0-5;цифровая сортировка;3400;38763
обычный 0-5;сортировка слиянием;3400;691030
обычный 0-5;быстрая сортировка;3400;1470918
обычный 0-5;пирамидальная сортировка;3400;504846
обычный 0-5;сортировка Шелла(посл.Шелла);3400;171428
обычный 0-5;пузырек(обычный);3500;40976658
обычный 0-5;пузырек(айверсон-1);3500;34173766
обычный 0-5;пузырек(айверсон-2);3500;26172129
обычный 0-5;сортировка выбором;3500;6418023
обычный 0-5;сортировка простыми вставками;3500;3680678
обычный 0-5;сортировка бинарными вставками;3500;2894431
обычный 0-5;сортировка подсчетом;3500;17508
обычный 0-5;цифровая сортировка;3500;39571
обычный 0-5;сортировка слиянием;3500;711120
обычный 0-5;быстрая сортировка;3500;2142421
обычный 0-5;пирамидальная сортировка;3500;511899
обычный 0-5;сортировка Шелла(посл.Шелла);3500;169463
обычный 0-5;пузырек(обычный);3600;44456911
обычный 0-5;пузырек(айверсон-1);3600;36668349
обычный 0-5;пузырек(айверсон-2);3600;28128816
обычный 0-5;сортировка выбором;3600;6802313
обычный 0-5;сортировка простыми вставками;3600;3945898
обычный 0-5;сортировка бинарными вставками;3600;3229260
обычный 0-5;сортировка подсчетом;3600;17673
обычный 0-5;цифровая сортировка;3600;40616
обычный 0-5;сортировка слиянием;3600;720860
обычный 0-5;быстрая сортировка;3600;1867243
обычный 0-5;пирамидальная сортировка;3600;530529
обычный 0-5;сортировка Шелла(посл.Шелла);3600;193481
обычный 0-5;пузырек(обычный);3700;45419203
обычный 0-5;пузырек(айверсон-1);3700;38664109
обычный 0-5;пузырек(айверсон-2);3700;29808126
обычный 0-5;сортировка выбором;3700;7164713
обычный 0-5;сортировка простыми вставками;3700;4147121
обычный 0-5;сортировка бинарными вставками;3700;3270035
обычный 0-5;сортировка подсчетом;3700;18010
обычный 0-5;цифровая сортировка;3700;43010
обычный 0-5;сортировка слиянием;3700;749640
обычный 0-5;быстрая сортировка;3700;2342911
обычный 0-5;пирамидальная сортировка;3700;547643
обычный 0-5;сортировка Шелла(посл.Шелла);3700;174085
обычный 0-5;пузырек(обычный);3800;49211519
обычный 0-5;пузырек(айверсон-1);3800;41128815
обычный 0-5;пузырек(айверсон-2);3800;31673941
обычный 0-5;сортировка выбором;3800;7551218
обычный 0-5;сортировка простыми вставками;3800;4435806
обычный 0-5;сортировка бинарными вставками;3800;3437089
обычный 0-5;сортировка подсчетом;3800;18245
обычный 0-5;цифровая сортировка;3800;43318
обычный 0-5;сортировка слиянием;3800;782181
обычный 0-5;быстрая сортировка;3800;2378595
обычный 0-5;пирамидальная сортировка;3800;554605
обычный 0-5;сортировка Шелла(посл.Шелла);3800;190614
обычный 0-5;пузырек(обычный);3900;52899813
обычный 0-5;пузырек(айверсон-1);3900;43740363
обычный 0-5;пузырек(айверсон-2);3900;33910708
обычный 0-5;сортировка выбором;3900;7949683
обычный 0-5;сортировка простыми вставками;3900;4706176
обычный 0-5;сортировка бинарными вставками;3900;3860658
обычный 0-5;сортировка подсчетом;3900;18788
обычный 0-5;цифровая сортировка;3900;44034
обычный 0-5;сортировка слиянием;3900;784708
обычный 0-5;быстрая сортировка;3900;2520678
обычный 0-5;пирамидальная сортировка;3900;577370
обычный 0-5;сортировка Шелла(посл.Шелла);3900;188483
обычный 0-5;пузырек(обычный);4000;53718726
обычный 0-5;пузырек(айверсон-1);4000;46167728
обычный 0-5;пузырек(айверсон-2);4000;35753941
обычный 0-5;сортировка выбором;4000;8386904
обычный 0-5;сортировка простыми вставками;4000;4919796
обычный 0-5;сортировка бинарными вставками;4000;3922391
обычный 0-5;сортировка подсчетом;4000;19071
обычный 0-5;цифровая сортировка;4000;45751
обычный 0-5;сортировка слиянием;4000;816146
обычный 0-5;быстрая сортировка;4000;2826848
обычный 0-5;пирамидальная сортировка;4000;585425
обычный 0-5;сортировка Шелла(посл.Шелла);4000;223016
обычный 0-5;пузырек(обычный);4100;57741161
обычный 0-5;пузырек(айверсон-1);4100;48162478
обычный 0-5;пузырек(айверсон-2);4100;37262598
обычный 0-5;сортировка выбором;4100;8793296
обычный 0-5;сортировка простыми вставками;4100;5084719
обычный 0-5;сортировка бинарными вставками;4100;3974476
обычный 0-5;сортировка подсчетом;4100;19215
обычный 0-5;цифровая сортировка;4100;46501
обычный 0-5;сортировка слиянием;4100;840421
обычный 0-5;быстрая сортировка;4100;2898273
обычный 0-5;пирамидальная сортировка;4100;604895
