Вид массива;Метод сортировки;Размер массива;Кол-во операций
обратно отсорт.;сортировка Шелла(посл.Шелла);100;3931
обратно отсорт.;пузырек(обычный);150;96840
обратно отсорт.;пузырек(айверсон-1);150;118580
обратно отсорт.;пузырек(айверсон-2);150;75808
обратно отсорт.;сортировка выбором;150;38587
обратно отсорт.;сортировка простыми вставками;150;54632
обратно отсорт.;сортировка бинарными вставками;150;49700
обратно отсорт.;сортировка подсчетом;150;24204
обратно отсорт.;цифровая сортировка;150;7801
обратно отсорт.;сортировка слиянием;150;16124
обратно отсорт.;быстрая сортировка;150;33761
обратно отсорт.;пирамидальная сортировка;150;12841
обратно отсорт.;сортировка Шелла(посл.Шелла);150;6809
обратно отсорт.;пузырек(обычный);200;172313
обратно отсорт.;пузырек(айверсон-1);200;210888
обратно отсорт.;пузырек(айверсон-2);200;134660
обратно отсорт.;сортировка выбором;200;67945
обратно отсорт.;сортировка простыми вставками;200;96815
обратно отсорт.;сортировка бинарными вставками;200;86009
обратно отсорт.;сортировка подсчетом;200;24588
обратно отсорт.;цифровая сортировка;200;9577
обратно отсорт.;сортировка слиянием;200;22504
обратно отсорт.;быстрая сортировка;200;59417
обратно отсорт.;пирамидальная сортировка;200;18108
обратно отсорт.;сортировка Шелла(посл.Шелла);200;9356
обратно отсорт.;пузырек(обычный);250;269388
обратно отсорт.;пузырек(айверсон-1);250;329601
обратно отсорт.;пузырек(айверсон-2);250;210317
обратно отсорт.;сортировка выбором;250;105648
обратно отсорт.;сортировка простыми вставками;250;151007
обратно отсорт.;сортировка бинарными вставками;250;132179
обратно отсорт.;сортировка подсчетом;250;24972
обратно отсорт.;цифровая сортировка;250;11353
обратно отсорт.;сортировка слиянием;250;28944
обратно отсорт.;быстрая сортировка;250;92273
обратно отсорт.;пирамидальная сортировка;250;23783
обратно отсорт.;сортировка Шелла(посл.Шелла);250;12515
обратно отсорт.;пузырек(обычный);300;388067
обратно отсорт.;пузырек(айверсон-1);300;474726
обратно отсорт.;пузырек(айверсон-2);300;302786
обратно отсорт.;сортировка выбором;300;151987
обратно отсорт.;сортировка простыми вставками;300;217218
обратно отсорт.;сортировка бинарными вставками;300;188010
обратно отсорт.;сортировка подсчетом;300;25356
обратно отсорт.;цифровая сортировка;300;13129
обратно отсорт.;сортировка слиянием;300;35737
обратно отсорт.;быстрая сортировка;300;132329
обратно отсорт.;пирамидальная сортировка;300;29791
обратно отсорт.;сортировка Шелла(посл.Шелла);300;15884
обратно отсорт.;пузырек(обычный);100;42961
обратно отсорт.;пузырек(айверсон-1);100;52657
обратно отсорт.;пузырек(айверсон-2);100;33742
обратно отсорт.;сортировка выбором;100;17370
обратно отсорт.;сортировка простыми вставками;100;24426
обратно отсорт.;сортировка бинарными вставками;100;23066
обратно отсорт.;сортировка подсчетом;100;23820
обратно отсорт.;цифровая сортировка;100;6025
обратно отсорт.;сортировка слиянием;100;10082
обратно отсорт.;быстрая сортировка;100;15305
обратно отсорт.;пирамидальная сортировка;100;7859
обратно отсорт.;сортировка Шелла(посл.Шелла);100;3931
обратно отсорт.;пузырек(обычный);200;172313
обратно отсорт.;пузырек(айверсон-1);200;210888
обратно отсорт.;пузырек(айверсон-2);200;134660
обратно отсорт.;сортировка выбором;200;67945
обратно отсорт.;сортировка простыми вставками;200;96815
обратно отсорт.;сортировка бинарными вставками;200;86009
обратно отсорт.;сортировка подсчетом;200;24588
обратно отсорт.;цифровая сортировка;200;9577
обратно отсорт.;сортировка слиянием;200;22504
обратно отсорт.;быстрая сортировка;200;59417
обратно отсорт.;пирамидальная сортировка;200;18108
обратно отсорт.;сортировка Шелла(посл.Шелла);200;9356
обратно отсорт.;пузырек(обычный);300;388067
обратно отсорт.;пузырек(айверсон-1);300;474726
обратно отсорт.;пузырек(айверсон-2);300;302786
обратно отсорт.;сортировка выбором;300;151987
обратно отсорт.;сортировка простыми вставками;300;217218
обратно отсорт.;сортировка бинарными вставками;300;188010
обратно отсорт.;сортировка подсчетом;300;25356
обратно отсорт.;цифровая сортировка;300;13129
обратно отсорт.;сортировка слиянием;300;35737
обратно отсорт.;быстрая сортировка;300;132329
обратно отсорт.;пирамидальная сортировка;300;29791
обратно отсорт.;сортировка Шелла(посл.Шелла);300;15884
обратно отсорт.;пузырек(обычный);400;690216
обратно отсорт.;пузырек(айверсон-1);400;844151
обратно отсорт.;пузырек(айверсон-2);400;538099
обратно отсорт.;сортировка выбором;400;268671
обратно отсорт.;сортировка простыми вставками;400;385597
обратно отсорт.;сортировка бинарными вставками;400;328605
обратно отсорт.;сортировка подсчетом;400;26124
обратно отсорт.;цифровая сортировка;400;16681
обратно отсорт.;сортировка слиянием;400;49652
обратно отсорт.;быстрая сортировка;400;234041
обратно отсорт.;пирамидальная сортировка;400;41992
обратно отсорт.;сортировка Шелла(посл.Шелла);400;21733
обратно отсорт.;пузырек(обычный);500;1078768
обратно отсорт.;пузырек(айверсон-1);500;1319181
обратно отсорт.;пузырек(айверсон-2);500;840617
обратно отсорт.;сортировка выбором;500;419204
обратно отсорт.;сортировка простыми вставками;500;601986
обратно отсорт.;сортировка бинарными вставками;500;508110
обратно отсорт.;сортировка подсчетом;500;26892
обратно отсорт.;цифровая сортировка;500;20233
обратно отсорт.;сортировка слиянием;500;63677
обратно отсорт.;быстрая сортировка;500;364553
обратно отсорт.;пирамидальная сортировка;500;54571
обратно отсорт.;сортировка Шелла(посл.Шелла);500;28834
обратно отсорт.;пузырек(обычный);600;1553714
обратно отсорт.;пузырек(айверсон-1);600;1899796
обратно отсорт.;пузырек(айверсон-2);600;1210320
обратно отсорт.;сортировка выбором;600;602006
обратно отсорт.;сортировка простыми вставками;600;866351
обратно отсорт.;сортировка бинарными вставками;600;726126
обратно отсорт.;сортировка подсчетом;600;27660
обратно отсорт.;цифровая сортировка;600;23785
обратно отсорт.;сортировка слиянием;600;78444
обратно отсорт.;быстрая сортировка;600;523865
обратно отсорт.;пирамидальная сортировка;600;67604
обратно отсорт.;сортировка Шелла(посл.Шелла);600;36335
обратно отсорт.;пузырек(обычный);700;2115057
обратно отсорт.;пузырек(айверсон-1);700;2586000
обратно отсорт.;пузырек(айверсон-2);700;1647213
обратно отсорт.;сортировка выбором;700;817752
обратно отсорт.;сортировка простыми вставками;700;1178696
обратно отсорт.;сортировка бинарными вставками;700;982493
обратно отсорт.;сортировка подсчетом;700;28428
обратно отсорт.;цифровая сортировка;700;27337
обратно отсорт.;сортировка слиянием;700;93466
обратно отсорт.;быстрая сортировка;700;711977
обратно отсорт.;пирамидальная сортировка;700;81100
обратно отсорт.;сортировка Шелла(посл.Шелла);700;43732
обратно отсорт.;пузырек(обычный);800;2762802
обратно отсорт.;пузырек(айверсон-1);800;3377810
обратно отсорт.;пузырек(айверсон-2);800;2151311
обратно отсорт.;сортировка выбором;800;1064706
обратно отсорт.;сортировка простыми вставками;800;1539051
обратно отсорт.;сортировка бинарными вставками;800;1277544
обратно отсорт.;сортировка подсчетом;800;29196
обратно отсорт.;цифровая сортировка;800;30889
обратно отсорт.;сортировка слиянием;800;108577
обратно отсорт.;быстрая сортировка;800;928889
обратно отсорт.;пирамидальная сортировка;800;94799
обратно отсорт.;сортировка Шелла(посл.Шелла);800;49493
обратно отсорт.;пузырек(обычный);900;3496937
обратно отсорт.;пузырек(айверсон-1);900;4275192
обратно отсорт.;пузырек(айверсон-2);900;2722580
обратно отсорт.;сортировка выбором;900;1343988
обратно отсорт.;сортировка простыми вставками;900;1947359
обратно отсорт.;сортировка бинарными вставками;900;1611463
обратно отсорт.;сортировка подсчетом;900;29964
обратно отсорт.;цифровая сортировка;900;34441
обратно отсорт.;сортировка слиянием;900;123728
обратно отсорт.;быстрая сортировка;900;1174601
обратно отсорт.;пирамидальная сортировка;900;109008
обратно отсорт.;сортировка Шелла(посл.Шелла);900;58320
обратно отсорт.;пузырек(обычный);1000;4317469
обратно отсорт.;пузырек(айверсон-1);1000;5278164
обратно отсорт.;пузырек(айверсон-2);1000;3361040
обратно отсорт.;сортировка выбором;1000;1656441
обратно отсорт.;сортировка простыми вставками;1000;2403651
обратно отсорт.;сортировка бинарными вставками;1000;1983674
обратно отсорт.;сортировка подсчетом;1000;30732
обратно отсорт.;цифровая сортировка;1000;37993
обратно отсорт.;сортировка слиянием;1000;138983
обратно отсорт.;быстрая сортировка;1000;1449113
обратно отсорт.;пирамидальная сортировка;1000;122497
обратно отсорт.;сортировка Шелла(посл.Шелла);1000;65119
обратно отсорт.;пузырек(обычный);1100;5224392
обратно отсорт.;пузырек(айверсон-1);1100;6386711
обратно отсорт.;пузырек(айверсон-2);1100;4066675
обратно отсорт.;сортировка выбором;1100;1996672
обратно отсорт.;сортировка простыми вставками;1100;2907901
обратно отсорт.;сортировка бинарными вставками;1100;2394315
обратно отсорт.;сортировка подсчетом;1100;31500
обратно отсорт.;цифровая сортировка;1100;41545
обратно отсорт.;сортировка слиянием;1100;154811
обратно отсорт.;быстрая сортировка;1100;1752425
обратно отсорт.;пирамидальная сортировка;1100;137672
обратно отсорт.;сортировка Шелла(посл.Шелла);1100;73870
обратно отсорт.;пузырек(обычный);1200;6217731
обратно отсорт.;пузырек(айверсон-1);1200;7600903
обратно отсорт.;пузырек(айверсон-2);1200;4839555
обратно отсорт.;сортировка выбором;1200;2374412
обратно отсорт.;сортировка простыми вставками;1200;3460227
обратно отсорт.;сортировка бинарными вставками;1200;2843478
обратно отсорт.;сортировка подсчетом;1200;32268
обратно отсорт.;цифровая сортировка;1200;45097
обратно отсорт.;сортировка слиянием;1200;170869
обратно отсорт.;быстрая сортировка;1200;2084537
обратно отсорт.;пирамидальная сортировка;1200;151986
обратно отсорт.;сортировка Шелла(посл.Шелла);1200;81807
обратно отсорт.;пузырек(обычный);1300;7297490
обратно отсорт.;пузырек(айверсон-1);1300;8920756
обратно отсорт.;пузырек(айверсон-2);1300;5679696
обратно отсорт.;сортировка выбором;1300;2787782
обратно отсорт.;сортировка простыми вставками;1300;4060655
обратно отсорт.;сортировка бинарными вставками;1300;3331100
обратно отсорт.;сортировка подсчетом;1300;33036
обратно отсорт.;цифровая сортировка;1300;48649
обратно отсорт.;сортировка слиянием;1300;187032
обратно отсорт.;быстрая сортировка;1300;2445449
обратно отсорт.;пирамидальная сортировка;1300;167436
обратно отсорт.;сортировка Шелла(посл.Шелла);1300;91743
обратно отсорт.;пузырек(обычный);1400;8463618
обратно отсорт.;пузырек(айверсон-1);1400;10346114
обратно отсорт.;пузырек(айверсон-2);1400;6586943
обратно отсорт.;сортировка выбором;1400;3226518
обратно отсорт.;сортировка простыми вставками;1400;4708923
обратно отсорт.;сортировка бинарными вставками;1400;3856934
обратно отсорт.;сортировка подсчетом;1400;33804
обратно отсорт.;цифровая сортировка;1400;52201
обратно отсорт.;сортировка слиянием;1400;203245
обратно отсорт.;быстрая сортировка;1400;2835161
обратно отсорт.;пирамидальная сортировка;1400;181784
обратно отсорт.;сортировка Шелла(посл.Шелла);1400;98117
обратно отсорт.;пузырек(обычный);1500;9716134
обратно отсорт.;пузырек(айверсон-1);1500;11877038
обратно отсорт.;пузырек(айверсон-2);1500;7561354
обратно отсорт.;сортировка выбором;1500;3700438
обратно отсорт.;сортировка простыми вставками;1500;5405135
обратно отсорт.;сортировка бинарными вставками;1500;4421259
обратно отсорт.;сортировка подсчетом;1500;34572
обратно отсорт.;цифровая сортировка;1500;55753
обратно отсорт.;сортировка слиянием;1500;219573
обратно отсорт.;быстрая сортировка;1500;3253673
обратно отсорт.;пирамидальная сортировка;1500;198086
обратно отсорт.;сортировка Шелла(посл.Шелла);1500;105236
обратно отсорт.;пузырек(обычный);1600;11055077
обратно отсорт.;пузырек(айверсон-1);1600;13513645
обратно отсорт.;пузырек(айверсон-2);1600;8603049
обратно отсорт.;сортировка выбором;1600;4214028
обратно отсорт.;сортировка простыми вставками;1600;6149485
обратно отсорт.;сортировка бинарными вставками;1600;5024502
обратно отсорт.;сортировка подсчетом;1600;35340
обратно отсорт.;цифровая сортировка;1600;59305
обратно отсорт.;сортировка слиянием;1600;235810
обратно отсорт.;быстрая сортировка;1600;3700985
обратно отсорт.;пирамидальная сортировка;1600;211958
обратно отсорт.;сортировка Шелла(посл.Шелла);1600;111103
обратно отсорт.;пузырек(обычный);1700;12480364
обратно отсорт.;пузырек(айверсон-1);1700;15255682
обратно отсорт.;пузырек(айверсон-2);1700;9711774
обратно отсорт.;сортировка выбором;1700;4741518
обратно отсорт.;сортировка простыми вставками;1700;6941552
обратно отсорт.;сортировка бинарными вставками;1700;5666045
обратно отсорт.;сортировка подсчетом;1700;36108
обратно отсорт.;цифровая сортировка;1700;62857
обратно отсорт.;сортировка слиянием;1700;252064
обратно отсорт.;быстрая сортировка;1700;4177097
обратно отсорт.;пирамидальная сортировка;1700;228002
обратно отсорт.;сортировка Шелла(посл.Шелла);1700;118704
обратно отсорт.;пузырек(обычный);1800;13992068
обратно отсорт.;пузырек(айверсон-1);1800;17103368
обратно отсорт.;пузырек(айверсон-2);1800;10887748
обратно отсорт.;сортировка выбором;1800;5293541
обратно отсорт.;сортировка простыми вставками;1800;7781701
обратно отсорт.;сортировка бинарными вставками;1800;6346216
обратно отсорт.;сортировка подсчетом;1800;36876
обратно отсорт.;цифровая сортировка;1800;66409
обратно отсорт.;сортировка слиянием;1800;268517
обратно отсорт.;быстрая сортировка;1800;4682009
обратно отсорт.;пирамидальная сортировка;1800;243109
обратно отсорт.;сортировка Шелла(посл.Шелла);1800;129903
обратно отсорт.;пузырек(обычный);1900;15590208
обратно отсорт.;пузырек(айверсон-1);1900;19056767
обратно отсорт.;пузырек(айверсон-2);1900;12131035
обратно отсорт.;сортировка выбором;1900;5898800
обратно отсорт.;сортировка простыми вставками;1900;8670037
обратно отсорт.;сортировка бинарными вставками;1900;7064814
обратно отсорт.;сортировка подсчетом;1900;37644
обратно отсорт.;цифровая сортировка;1900;69961
обратно отсорт.;сортировка слиянием;1900;284832
обратно отсорт.;быстрая сортировка;1900;5215721
обратно отсорт.;пирамидальная сортировка;1900;259919
обратно отсорт.;сортировка Шелла(посл.Шелла);1900;135240
обратно отсорт.;пузырек(обычный);2000;17274696
обратно отсорт.;пузырек(айверсон-1);2000;21115604
обратно отсорт.;пузырек(айверсон-2);2000;13441360
обратно отсорт.;сортировка выбором;2000;6518957
обратно отсорт.;сортировка простыми вставками;2000;9606104
обратно отсорт.;сортировка бинарными вставками;2000;7821680
обратно отсорт.;сортировка подсчетом;2000;38412
обратно отсорт.;цифровая сортировка;2000;73513
обратно отсорт.;сортировка слиянием;2000;301360
обратно отсорт.;быстрая сортировка;2000;5778233
обратно отсорт.;пирамидальная сортировка;2000;273721
обратно отсорт.;сортировка Шелла(посл.Шелла);2000;144998
обратно отсорт.;пузырек(обычный);2100;19045610
обратно отсорт.;пузырек(айверсон-1);2100;23280124
обратно отсорт.;пузырек(айверсон-2);2100;14818968
обратно отсорт.;сортировка выбором;2100;7175438
обратно отсорт.;сортировка простыми вставками;2100;10590311
обратно отсорт.;сортировка бинарными вставками;2100;8616893
обратно отсорт.;сортировка подсчетом;2100;39180
обратно отсорт.;цифровая сортировка;2100;77065
обратно отсорт.;сортировка слиянием;2100;318181
обратно отсорт.;быстрая сортировка;2100;6369545
обратно отсорт.;пирамидальная сортировка;2100;290106
обратно отсорт.;сортировка Шелла(посл.Шелла);2100;155267
обратно отсорт.;пузырек(обычный);2200;20902936
обратно отсорт.;пузырек(айверсон-1);2200;25550277
обратно отсорт.;пузырек(айверсон-2);2200;16263809
обратно отсорт.;сортировка выбором;2200;7877602
обратно отсорт.;сортировка простыми вставками;2200;11622570
обратно отсорт.;сортировка бинарными вставками;2200;9450857
обратно отсорт.;сортировка подсчетом;2200;39948
обратно отсорт.;цифровая сортировка;2200;80617
обратно отсорт.;сортировка слиянием;2200;335293
обратно отсорт.;быстрая сортировка;2200;6989657
обратно отсорт.;пирамидальная сортировка;2200;305185
обратно отсорт.;сортировка Шелла(посл.Шелла);2200;164491
обратно отсорт.;пузырек(обычный);2300;22846680
обратно отсорт.;пузырек(айверсон-1);2300;27926087
обратно отсорт.;пузырек(айверсон-2);2300;17775898
обратно отсорт.;сортировка выбором;2300;8611032
обратно отсорт.;сортировка простыми вставками;2300;12702925
обратно отсорт.;сортировка бинарными вставками;2300;10323300
обратно отсорт.;сортировка подсчетом;2300;40716
обратно отсорт.;цифровая сортировка;2300;84169
обратно отсорт.;сортировка слиянием;2300;352569
обратно отсорт.;быстрая сортировка;2300;7638569
обратно отсорт.;пирамидальная сортировка;2300;322740
обратно отсорт.;сортировка Шелла(посл.Шелла);2300;179235
обратно отсорт.;пузырек(обычный);2400;24876738
обратно отсорт.;пузырек(айверсон-1);2400;30407234
обратно отсорт.;пузырек(айверсон-2);2400;19354943
обратно отсорт.;сортировка выбором;2400;9342082
обратно отсорт.;сортировка простыми вставками;2400;13830843
обратно отсорт.;сортировка бинарными вставками;2400;11233608
обратно отсорт.;сортировка подсчетом;2400;41484
обратно отсорт.;цифровая сортировка;2400;87721
обратно отсорт.;сортировка слиянием;2400;369870
обратно отсорт.;быстрая сортировка;2400;8316281
обратно отсорт.;пирамидальная сортировка;2400;337341
обратно отсорт.;сортировка Шелла(посл.Шелла);2400;181901
обратно отсорт.;пузырек(обычный);2500;26993288
обратно отсорт.;пузырек(айверсон-1);2500;32994262
обратно отсорт.;пузырек(айверсон-2);2500;21001458
обратно отсорт.;сортировка выбором;2500;10141470
обратно отсорт.;сортировка простыми вставками;2500;15007227
обратно отсорт.;сортировка бинарными вставками;2500;12182761
обратно отсорт.;сортировка подсчетом;2500;42252
обратно отсорт.;цифровая сортировка;2500;91273
обратно отсорт.;сортировка слиянием;2500;387166
обратно отсорт.;быстрая сортировка;2500;9022793
обратно отсорт.;пирамидальная сортировка;2500;353866
обратно отсорт.;сортировка Шелла(посл.Шелла);2500;193975
обратно отсорт.;пузырек(обычный);2600;29196158
обратно отсорт.;пузырек(айверсон-1);2600;35686647
обратно отсорт.;пузырек(айверсон-2);2600;22714931
обратно отсорт.;сортировка выбором;2600;10924568
обратно отсорт.;сортировка простыми вставками;2600;16231208
обратно отсорт.;сортировка бинарными вставками;2600;13170070
обратно отсорт.;сортировка подсчетом;2600;43020
обратно отсорт.;цифровая сортировка;2600;94825
обратно отсорт.;сортировка слиянием;2600;404652
обратно отсорт.;быстрая сортировка;2600;9758105
обратно отсорт.;пирамидальная сортировка;2600;368837
обратно отсорт.;сортировка Шелла(посл.Шелла);2600;203102
обратно отсорт.;пузырек(обычный);2700;31485422
обратно отсорт.;пузырек(айверсон-1);2700;38484615
обратно отсорт.;пузырек(айверсон-2);2700;24495587
обратно отсорт.;сортировка выбором;2700;11788690
обратно отсорт.;сортировка простыми вставками;2700;17503160
обратно отсорт.;сортировка бинарными вставками;2700;14195683
обратно отсорт.;сортировка подсчетом;2700;43788
обратно отсорт.;цифровая сортировка;2700;98377
обратно отсорт.;сортировка слиянием;2700;421999
обратно отсорт.;быстрая сортировка;2700;10522217
обратно отсорт.;пирамидальная сортировка;2700;386524
обратно отсорт.;сортировка Шелла(посл.Шелла);2700;208627
обратно отсорт.;пузырек(обычный);2800;33861121
обратно отсорт.;пузырек(айверсон-1);2800;41388289
обратно отсорт.;пузырек(айверсон-2);2800;26343550
обратно отсорт.;сортировка выбором;2800;12665879
обратно отсорт.;сортировка простыми вставками;2800;18823290
обратно отсорт.;сортировка бинарными вставками;2800;15259789
обратно отсорт.;сортировка подсчетом;2800;44556
обратно отсорт.;цифровая сортировка;2800;101929
обратно отсорт.;сортировка слиянием;2800;439477
обратно отсорт.;быстрая сортировка;2800;11315129
обратно отсорт.;пирамидальная сортировка;2800;401516
обратно отсорт.;сортировка Шелла(посл.Шелла);2800;217291
обратно отсорт.;пузырек(обычный);2900;36323247
обратно отсорт.;пузырек(айверсон-1);2900;44397642
обратно отсорт.;пузырек(айверсон-2);2900;28258790
обратно отсорт.;сортировка выбором;2900;13584011
обратно отсорт.;сортировка простыми вставками;2900;20191549
обратно отсорт.;сортировка бинарными вставками;2900;16362480
обратно отсорт.;сортировка подсчетом;2900;45324
обратно отсорт.;цифровая сортировка;2900;105481
обратно отсорт.;сортировка слиянием;2900;456876
обратно отсорт.;быстрая сортировка;2900;12136841
обратно отсорт.;пирамидальная сортировка;2900;417965
обратно отсорт.;сортировка Шелла(посл.Шелла);2900;224084
обратно отсорт.;пузырек(обычный);3000;38871679
обратно отсорт.;пузырек(айверсон-1);3000;47512315
обратно отсорт.;пузырек(айверсон-2);3000;30240951
обратно отсорт.;сортировка выбором;3000;14489256
обратно отсорт.;сортировка простыми вставками;3000;21607343
обратно отсорт.;сортировка бинарными вставками;3000;17503272
обратно отсорт.;сортировка подсчетом;3000;46092
обратно отсорт.;цифровая сортировка;3000;109033
обратно отсорт.;сортировка слиянием;3000;474556
обратно отсорт.;быстрая сортировка;3000;12987353
обратно отсорт.;пирамидальная сортировка;3000;433831
обратно отсорт.;сортировка Шелла(посл.Шелла);3000;232356
обратно отсорт.;пузырек(обычный);3100;41506643
обратно отсорт.;пузырек(айверсон-1);3100;50732982
обратно отсорт.;пузырек(айверсон-2);3100;32290698
обратно отсорт.;сортировка выбором;3100;15464286
обратно отсорт.;сортировка простыми вставками;3100;23071794
обратно отсорт.;сортировка бинарными вставками;3100;18683034
обратно отсорт.;сортировка подсчетом;3100;46860
обратно отсорт.;цифровая сортировка;3100;112585
обратно отсорт.;сортировка слиянием;3100;492017
обратно отсорт.;быстрая сортировка;3100;13866665
обратно отсорт.;пирамидальная сортировка;3100;452040
обратно отсорт.;сортировка Шелла(посл.Шелла);3100;236190
обратно отсорт.;пузырек(обычный);3200;44227859
обратно отсорт.;пузырек(айверсон-1);3200;54058806
обратно отсорт.;пузырек(айверсон-2);3200;34407218
обратно отсорт.;сортировка выбором;3200;16439490
обратно отсорт.;сортировка простыми вставками;3200;24583506
обратно отсорт.;сортировка бинарными вставками;3200;19901195
обратно отсорт.;сортировка подсчетом;3200;47628
обратно отсорт.;цифровая сортировка;3200;116137
обратно отсорт.;сортировка слиянием;3200;509439
обратно отсорт.;быстрая сортировка;3200;14774777
обратно отсорт.;пирамидальная сортировка;3200;468161
обратно отсорт.;сортировка Шелла(посл.Шелла);3200;245566
обратно отсорт.;пузырек(обычный);3300;47035590
обратно отсорт.;пузырек(айверсон-1);3300;57490576
обратно отсорт.;пузырек(айверсон-2);3300;36591276
обратно отсорт.;сортировка выбором;3300;17483707
обратно отсорт.;сортировка простыми вставками;3300;26143794
обратно отсорт.;сортировка бинарными вставками;3300;21158072
обратно отсорт.;сортировка подсчетом;3300;48396
обратно отсорт.;цифровая сортировка;3300;119689
обратно отсорт.;сортировка слиянием;3300;526771
обратно отсорт.;быстрая сортировка;3300;15711689
обратно отсорт.;пирамидальная сортировка;3300;484101
обратно отсорт.;сортировка Шелла(посл.Шелла);3300;264878
обратно отсорт.;пузырек(обычный);3400;49929668
обратно отсорт.;пузырек(айверсон-1);3400;61027784
обратно отсорт.;пузырек(айверсон-2);3400;38842372
обратно отсорт.;сортировка выбором;3400;18556958
обратно отсорт.;сортировка простыми вставками;3400;27751813
обратно отсорт.;сортировка бинарными вставками;3400;22453231
обратно отсорт.;сортировка подсчетом;3400;49164
обратно отсорт.;цифровая сортировка;3400;123241
обратно отсорт.;сортировка слиянием;3400;544200
обратно отсорт.;быстрая сортировка;3400;16677401
обратно отсорт.;пирамидальная сортировка;3400;500920
обратно отсорт.;сортировка Шелла(посл.Шелла);3400;262467
обратно отсорт.;пузырек(обычный);3500;52910184
обратно отсорт.;пузырек(айверсон-1);3500;64670708
обратно отсорт.;пузырек(айверсон-2);3500;41160784
обратно отсорт.;сортировка выбором;3500;19644482
обратно отсорт.;сортировка простыми вставками;3500;29408024
обратно отсорт.;сортировка бинарными вставками;3500;23786914
обратно отсорт.;сортировка подсчетом;3500;49932
обратно отсорт.;цифровая сортировка;3500;126793
обратно отсорт.;сортировка слиянием;3500;561792
обратно отсорт.;быстрая сортировка;3500;17671913
обратно отсорт.;пирамидальная сортировка;3500;519083
обратно отсорт.;сортировка Шелла(посл.Шелла);3500;269592
обратно отсорт.;пузырек(обычный);3600;55976965
обратно отсорт.;пузырек(айверсон-1);3600;68418828
обратно отсорт.;пузырек(айверсон-2);3600;43545984
обратно отсорт.;сортировка выбором;3600;20704849
обратно отсорт.;сортировка простыми вставками;3600;31111563
обратно отсорт.;сортировка бинарными вставками;3600;25158416
обратно отсорт.;сортировка подсчетом;3600;50700
обратно отсорт.;цифровая сортировка;3600;130345
обратно отсорт.;сортировка слиянием;3600;579496
обратно отсорт.;быстрая сортировка;3600;18695225
обратно отсорт.;пирамидальная сортировка;3600;535033
обратно отсорт.;сортировка Шелла(посл.Шелла);3600;285063
обратно отсорт.;пузырек(обычный);3700;59130287
обратно отсорт.;пузырек(айверсон-1);3700;72272969
обратно отсорт.;пузырек(айверсон-2);3700;45998812
обратно отсорт.;сортировка выбором;3700;21872727
обратно отсорт.;сортировка простыми вставками;3700;32863803
обратно отсорт.;сортировка бинарными вставками;3700;26568762
обратно отсорт.;сортировка подсчетом;3700;51468
обратно отсорт.;цифровая сортировка;3700;133897
обратно отсорт.;сортировка слиянием;3700;596869
обратно отсорт.;быстрая сортировка;3700;19747337
обратно отсорт.;пирамидальная сортировка;3700;551109
обратно отсорт.;сортировка Шелла(посл.Шелла);3700;291288
обратно отсорт.;пузырек(обычный);3800;62370035
обратно отсорт.;пузырек(айверсон-1);3800;76232790
обратно отсорт.;пузырек(айверсон-2);3800;48518930
обратно отсорт.;сортировка выбором;3800;23072909
обратно отсорт.;сортировка простыми вставками;3800;34664178
обратно отсорт.;сортировка бинарными вставками;3800;28017983
обратно отсорт.;сортировка подсчетом;3800;52236
обратно отсорт.;цифровая сортировка;3800;137449
обратно отсорт.;сортировка слиянием;3800;614451
обратно отсорт.;быстрая сортировка;3800;20828249
обратно отсорт.;пирамидальная сортировка;3800;568746
обратно отсорт.;сортировка Шелла(посл.Шелла);3800;298479
обратно отсорт.;пузырек(обычный);3900;65696080
обратно отсорт.;пузырек(айверсон-1);3900;80297901
обратно отсорт.;пузырек(айверсон-2);3900;51105929
обратно отсорт.;сортировка выбором;3900;24284410
обратно отсорт.;сортировка простыми вставками;3900;36512034
обратно отсорт.;сортировка бинарными вставками;3900;29504824
обратно отсорт.;сортировка подсчетом;3900;53004
обратно отсорт.;цифровая сортировка;3900;141001
обратно отсорт.;сортировка слиянием;3900;632077
обратно отсорт.;быстрая сортировка;3900;21937961
обратно отсорт.;пирамидальная сортировка;3900;586567
обратно отсорт.;сортировка Шелла(посл.Шелла);3900;311572
обратно отсорт.;пузырек(обычный);4000;69108507
обратно отсорт.;пузырек(айверсон-1);4000;84468559
обратно отсорт.;пузырек(айверсон-2);4000;53760054
обратно отсорт.;сортировка выбором;4000;25466140
обратно отсорт.;сортировка простыми вставками;4000;38407803
обратно отсорт.;сортировка бинарными вставками;4000;31030063
обратно отсорт.;сортировка подсчетом;4000;53772
обратно отсорт.;цифровая сортировка;4000;144553
обратно отсорт.;сортировка слиянием;4000;649912
обратно отсорт.;быстрая сортировка;4000;23076473
обратно отсорт.;пирамидальная сортировка;4000;602632
обратно отсорт.;сортировка Шелла(посл.Шелла);4000;318431
обратно отсорт.;пузырек(обычный);4100;72607363
обратно отсорт.;пузырек(айверсон-1);4100;88744901
обратно отсорт.;пузырек(айверсон-2);4100;56481505
обратно отсорт.;сортировка выбором;4100;26732375
обратно отсорт.;сортировка простыми вставками;4100;40351712
обратно отсорт.;сортировка бинарными вставками;4100;32593914
обратно отсорт.;сортировка подсчетом;4100;54540
обратно отсорт.;цифровая сортировка;4100;148105
обратно отсорт.;сортировка слиянием;4100;667758
обратно отсорт.;быстрая сортировка;4100;24243785
